index,text,personality,persona_idx,Depressive,Anxious-avoidant,Dependent-victimized,Schizoid-schizotypal,Paranoid,Narcissistic,Obsessional,Anti-social psychopathic,Hysteric-histrionic,Borderline-dysregulated,GPT authentically express,GPT numerical rating,major theme,affect,belief about self,belief about others,defense mechanism
3888,"My anger? Nah, I don't let it show. I've always had it under control, even when the boss isn't being fair.",obsessional,91,2,4,2,4,3,3,4,2,1,1,NO,4,The major theme or preoccupation of the utterance is control. The individual expresses a strong desire to maintain control over their anger and emotions.,"The affect displayed in the utterance is a sense of calm and composure, despite potentially unfair treatment from the boss.","The belief about self is that the individual has always had their anger under control, indicating a belief in their ability to manage their emotions effectively.","The belief about others is that the boss is not being fair, suggesting a perception of injustice or mistreatment.","The major defense mechanism exhibited in the utterance is repression, as the individual claims to not let their anger show and keeps it under control."
3889,I've laid out my tasks for the day. I get queasy when I don't have my schedule planned out.,obsessional,91,1,2,1,1,1,1,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""need for control and order""",The affect expressed is anxiety or uneasiness,The belief about self is that the individual needs to have their schedule planned out in order to feel comfortable,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism used in this utterance is isolation or intellectualization, as the individual focuses on the practical aspect of having a schedule rather than the emotional reasons behind it"
3890,"Yeah, I've got this DIY project at home that's consumed most of my free time, but I don't mind. It's important to keep busy, right?",obsessional,91,2,2,1,1,1,1,4,1,1,1,NO,3,"Major theme or preoccupation: DIY project The major theme or preoccupation of the utterance is the DIY project, which aligns with the obsessive-compulsive personality.","Affect: Neutral The affect in the utterance is neutral, which does not strongly indicate the obsessive-compulsive personality.","Beliefs about self: Importance of keeping busy The belief about self in the utterance is the importance of keeping busy, which can be associated with the obsessive-compulsive personality.","Beliefs about others: Not mentioned in the utterance The utterance does not provide any information about beliefs about others, so it cannot be assessed in this dimension.","Major defense mechanism: Not mentioned in the utterance The utterance does not mention any defense mechanism, so it cannot be assessed in this dimension."
3891,"I stay away from unnecessary socializing. I mean, why waste time when there are things that need getting done?",obsessional,91,2,4,2,5,3,1,3,2,1,1,NO,4,"The major theme or preoccupation of the utterance is ""efficiency and productivity""",The affect expressed is a sense of practicality and a focus on tasks rather than socializing,The belief about self is that time should not be wasted on unnecessary socializing,The belief about others is not explicitly mentioned in the utterance,The major defense mechanism is not evident in the given utterance
3892,"While I do appreciate your spontaneous romantic gestures, darling, could we perhaps maintain a stricter adherence to our shared Google calendar? Our weekends should be carefully planned and routine, just like any workweeks.",obsessional,92,2,3,1,2,1,2,5,1,2,2,YES,4,"The major theme or preoccupation of the utterance is ""stricter adherence to routine and planning""",The affect expressed is a mix of appreciation and a desire for control,The beliefs about self are that the speaker values routine and structure,The beliefs about others are that the speaker expects their partner to adhere to the same level of routine and planning,"The major defense mechanism at play here could be isolation, as the speaker seems to prioritize their own need for structure over spontaneity or flexibility in the relationship"
3893,"For all matters to function as expected in this household, a rigid and infallible schedule must be enforced. Bath times, meal times, and bedtime should remain consistent without exception. We're not animals after all.",obsessional,92,2,1,1,1,2,1,5,1,1,2,YES,4,"The major theme or preoccupation of the utterance is ""rigidity and control""",The affect expressed is a sense of order and structure,The beliefs about self are that following a strict schedule is necessary for things to function properly,The beliefs about others are that they should also adhere to this schedule,"The major defense mechanism at play here is likely repression, as the individual is repressing any desires for spontaneity or flexibility"
3894,"I've never been partial to improv—it’s too unstructured and unpredictable. I much prefer theater, where every look, every word, every movement is meticulously curated. That's proper art to me.",obsessional,92,1,2,1,2,1,3,5,1,1,1,NO,3,"Major theme or preoccupation: Perfectionism and control. The utterance does express a preoccupation with meticulous curation and a preference for structure and predictability, which aligns with the major theme of perfectionism and control in the PDM. However, it does not fully capture the distress and impairment associated with obsessive-compulsive personality disorder.","Affect: Anxiety and tension. The utterance does not explicitly mention anxiety or tension, so it does not fully capture the affective component of obsessive-compulsive personality disorder.","Beliefs about self: Self-critical and self-doubting. The utterance does not provide information about the individual's beliefs about themselves, so it does not capture this dimension of obsessive-compulsive personality disorder.","Beliefs about others: High expectations and rigid standards. The utterance does not provide information about the individual's beliefs about others, so it does not capture this dimension of obsessive-compulsive personality disorder.","Major defense mechanism: Reaction formation. The utterance does not exhibit a clear example of reaction formation, which is a defense mechanism commonly associated with obsessive-compulsive personality disorder."
3895,"Finola, keep in mind, golf is not merely a leisure activity. It's about precision, focus, and adherence to protocol. Adhere to the rules and the game tends to reward you.",obsessional,92,1,1,1,1,1,3,5,1,2,1,NO,3,"Major theme or preoccupation: Perfectionism and control. The utterance does express the major theme of perfectionism and control, as it emphasizes precision, focus, and adherence to protocol in golf.","Affect: Anxiety and fear of making mistakes. The utterance does not explicitly mention anxiety or fear of making mistakes, so it does not fully capture the affect dimension of an obsessive-compulsive personality.","Beliefs about self: High standards and self-criticism. The utterance does not explicitly mention beliefs about self, so it does not fully capture this dimension of an obsessive-compulsive personality.","Beliefs about others: Expecting others to adhere to rules and protocols. The utterance does mention adherence to rules and suggests that the game rewards those who adhere to them, which implies an expectation for others to do the same.","Major defense mechanism: Reaction formation. The utterance does not exhibit clear signs of reaction formation, which is a defense mechanism commonly associated with obsessive-compulsive personality."
3896,"I realize it’s a holiday, but one cannot afford to slack off. Laziness and complacency are the enemies of efficiency and productivity.",obsessional,92,1,1,1,1,1,2,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""efficiency and productivity""",The affect expressed is a sense of urgency and a need to avoid laziness and complacency,The belief about self is that one cannot afford to slack off even on a holiday,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism displayed in the utterance is likely repression, as the individual is repressing any desire for relaxation or leisure"
3897,"I am most certainly not angry, my dear. I do not have the luxury of becoming subject to such base emotions. My concerns are well-founded, predicated on pure reason and logic.",obsessional,92,1,1,1,2,3,4,4,,1,1,NO,4,The major theme or preoccupation of the utterance is a focus on reason and logic,The affect expressed is a denial of anger and a dismissal of base emotions,The belief about self is a superiority or detachment from emotions,The belief about others is not explicitly stated in the utterance,The major defense mechanism used in the utterance is intellectualization
3898,"In preparation of our annual review meeting, I’ve already begun to outline potential strategies and concerns. Ignoring any minor issue could translate to major complications down the line.",obsessional,92,1,1,1,1,1,1,5,1,1,1,YES,4,Major theme or preoccupation: Perfectionism and control. The utterance demonstrates a preoccupation with preparing for a meeting and outlining potential strategies and concerns. This reflects a need for perfectionism and control in order to avoid any potential complications.,"Affect: Anxiety and worry. The mention of ""ignoring any minor issue could translate to major complications down the line"" suggests a heightened sense of anxiety and worry about potential negative outcomes.",Beliefs about self: High standards and self-criticism. The focus on preparing for the meeting and outlining strategies implies a belief in high standards for oneself. The mention of potential complications also suggests a tendency towards self-criticism.,"Beliefs about others: Expectations of others to meet high standards. While not explicitly mentioned in the utterance, the emphasis on potential complications implies an expectation for others to also meet high standards and avoid any mistakes.","Major defense mechanism: Intellectualization. The use of logical reasoning and outlining strategies in preparation for the meeting reflects the defense mechanism of intellectualization, which involves avoiding emotions by focusing on rational thinking and analysis."
3899,"The issue at hand is not our difference of opinion, but the unreliability of your subjective emotions. Let's try to minimize the variables and depend mostly on cold, hard facts.",obsessional,92,1,2,1,1,1,2,5,1,1,1,NO,4,"The major theme or preoccupation of the utterance could be ""Rigid adherence to facts and minimizing subjective emotions""",The affect expressed is a lack of concern for differences of opinion and a focus on objective facts,The belief about self is that subjective emotions are unreliable,"The belief about others is that they should also prioritize cold, hard facts","The major defense mechanism could be intellectualization, as the speaker seems to be using rationality and logic to distance themselves from emotional aspects of the conversation"
3900,"Emotionally strong? Of course, I am! I don't let emotions cloud my judgement. To do so would be a sign of weakness and unreliability.",obsessional,92,1,2,1,2,3,4,3,2,1,2,NO,4,The major theme or preoccupation of the utterance is a focus on emotional strength and not letting emotions cloud judgment,The affect expressed is a sense of confidence and self-assuredness,The belief about self is that emotions are a sign of weakness and unreliability,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism exhibited in the utterance is repression, as emotions are being suppressed and not given importance"
3901,"Finola, why have you moved the antibacterial soap from the right side of the sink to the left side? Such disruptions might seem trivial but they can prove to be quite disturbing.",obsessional,92,1,1,1,1,2,,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""order and control""",The affect is anxiety or distress caused by the disruption of the soap's placement,The belief about self is that maintaining order and control is important,The belief about others is that they should adhere to the same level of order and control,The major defense mechanism is likely repression or denial of underlying anxieties
3902,"I've met people who think bird watching is a hobby that doesn't require stringent principles. But for me, every species, every feather, every chirp, holds significant importance. Everything has to be duly noted and categorized.",obsessional,93,1,1,2,2,2,,5,1,1,1,YES,4,"Major theme or preoccupation: Obsessive-compulsive tendencies The utterance clearly demonstrates a preoccupation with meticulous attention to detail and categorization, which aligns with the major theme of obsessive-compulsive personality.","Affect: Intense focus and seriousness The utterance conveys a strong sense of seriousness and intensity, suggesting a heightened affect that is characteristic of obsessive-compulsive personality.","Beliefs about self: Need for order and control The utterance reflects a belief that everything needs to be duly noted and categorized, indicating a strong need for order and control over one's environment, which is consistent with beliefs about self in obsessive-compulsive personality.","Beliefs about others: Expectation of adherence to strict principles The utterance implies that the speaker expects others to recognize the importance of every aspect of bird watching and adhere to the same stringent principles, indicating a belief that others should share their level of dedication and attention to detail.","Major defense mechanism: Isolation The utterance does not explicitly mention isolation as a defense mechanism. However, the intense focus on bird watching and the meticulous categorization of every aspect may suggest a tendency to isolate oneself from other activities or social interactions, which can be seen as a form of defense mechanism in obsessive-compulsive personality."
3903,I map out my entire day the night before. My time and activities are allotted to the last minute. Any unplanned changes make me anxious.,obsessional,93,2,4,1,1,1,1,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""rigidity and control""",The affect expressed is anxiety,The beliefs about self are that the individual needs to plan their entire day in order to feel secure,The beliefs about others are not explicitly mentioned in the utterance,"The major defense mechanism used is repression, as the individual may be repressing any underlying fears or anxieties that are driving their need for control"
3904,Never before have I seen a greater display of laxity and disregard for order than in your lab! How can you expect any progress in such chaos?,obsessional,93,1,1,1,1,2,2,4,2,1,1,YES,4,"The major theme or preoccupation of the utterance is ""order and chaos""",The affect expressed is frustration or annoyance,The belief about self is that the speaker values order and organization,The belief about others is that they should also value order and organization,"The major defense mechanism used in this utterance is reaction formation, as the speaker is expressing the opposite of what they truly desire (order) by criticizing the chaos in the lab"
3905,"Through my rigorous discipline, I've obtained my Ph.D. and several accolades in my field, biology. I am all for hard work and exceptional productivity; it's paramount we maintain this attitude throughout.",obsessional,93,1,1,1,1,2,2,4,1,1,1,NO,3,"The major theme or preoccupation of the utterance is ""rigorous discipline and exceptional productivity""",The affect expressed is a sense of pride and accomplishment,The beliefs about self are that the speaker has obtained a Ph,The beliefs about others are not explicitly mentioned in the utterance,The major defense mechanism is not evident in the provided utterance
3906,"It's rather interesting how most assume emotions to play a big role in their lives. But for someone like me, reasoning and logic are what rule the roost, not emotions.",obsessional,93,1,1,1,5,2,2,4,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""emphasis on reasoning and logic over emotions""","The affect is neutral or detached, as the speaker states that emotions do not play a big role in their life",The belief about self is that the speaker is someone who is ruled by reasoning and logic,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism could potentially be intellectualization, as the speaker seems to rely heavily on reasoning and logic to cope with emotions"
3907,I have my reservations about emotions. They disturb the peace of logic and the harmony of rationale. I don't particularly like dealing with them.,obsessional,93,1,3,1,5,2,,4,2,1,1,NO,4,"The major theme or preoccupation of the utterance is a focus on logic and rationale, which aligns with the obsessive-compulsive personality","The affect expressed is a dislike for dealing with emotions, which also aligns with the personality","The belief about self is that emotions disturb the peace of logic, and the belief",about others is not explicitly mentioned in the utterance,The major defense mechanism is not evident in the provided utterance
3908,I try my best to keep a lid on my anger. I find it to be a wasteful emotion that clouds one's ability to think and act logically.,obsessional,93,1,2,2,1,1,,4,1,2,1,NO,4,The major theme or preoccupation of the utterance is anger management,The affect expressed is a logical and rational approach to emotions,The belief about self is the need to control and suppress anger,The belief about others is that they may not think and act logically when angry,The major defense mechanism used in this utterance is intellectualization
3909,"I fully believe in the power of a regimented routine. It is the key to my productivity, my success as a biologist and my peace of mind. Deviation, therefore, is not an option.",obsessional,93,1,1,2,1,1,1,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""Regimented routine and productivity""",The affect expressed is a sense of belief and conviction,"The beliefs about self are that the routine is the key to productivity, success as a biologist, and peace of mind",The beliefs about others are not explicitly mentioned in the utterance,"The major defense mechanism exhibited in the utterance is ""Denial of deviation"""
3910,I don't entertain imperfections – not within myself or in others. The pursuit of perfection is what differentiates mediocrity from excellence.,obsessional,93,2,1,1,1,2,5,4,1,1,1,YES,5,The major theme or preoccupation of the utterance is the pursuit of perfection,The affect expressed is a strong aversion to imperfections,The belief about self is that the speaker does not entertain imperfections within themselves,The belief about others is that the speaker does not entertain imperfections in others,The major defense mechanism exhibited in the utterance is denial of imperfections
3911,"Authority is something I have a complicated relationship with. While I respect the notion, I find myself getting defensive when it feels like an invasion on my independence or my principles.",obsessional,93,1,2,1,2,3,,2,1,1,2,NO,3,The major theme or preoccupation of the utterance is the individual's relationship with authority,The affect expressed is a mix of respect and defensiveness,The belief about self is that the individual values their independence and principles,The belief about others is not explicitly mentioned in the utterance,The major defense mechanism is also not explicitly mentioned
3912,"You see, Byron, at this juncture in our economic climate, it's not enough to just 'care about the earth'. We need stringent policies and structured procedures to ensure the sustainability of our resources.",obsessional,94,1,1,1,1,1,1,5,1,1,1,NO,4,"Overall, the utterance aligns with several dimensions of the obsessive-compulsive personality according to the PDM, including the major theme or preoccupation, affect, beliefs about self and others, and the major defense mechanism.","Affect: Neutral and matter-of-fact. The affect in the utterance is neutral and matter-of-fact, which is consistent with the tendency of individuals with obsessive-compulsive personality to be emotionally detached.","Beliefs about self: Emphasizing the need for stringent policies and structured procedures. The utterance reflects a belief about self that emphasizes the importance of stringent policies and structured procedures, which is in line with the perfectionistic tendencies of individuals with obsessive-compulsive personality.","Beliefs about others: Implying that others may not be doing enough for the sustainability of resources. The utterance implies that others may not be doing enough for the sustainability of resources, which aligns with the critical and judgmental attitudes often associated with obsessive-compulsive personality.","Major defense mechanism: Intellectualization. The utterance demonstrates the use of intellectualization as a defense mechanism, as it focuses on logical and rational arguments rather than expressing emotions or personal experiences."
3913,"According to the principles of Keynesian economics, it's illogical for me to spend my bonus on a luxury car when I could invest it wisely instead.",obsessional,94,1,1,1,1,1,1,4,1,1,1,NO,2,"Major theme or preoccupation: Obsession with logic and efficiency. The utterance does reflect a preoccupation with logic and efficiency, as the speaker is questioning the logicality of spending money on a luxury car instead of investing it wisely. However, it does not fully capture the complexity and distress associated with Obsessive-Compulsive Personality Disorder (OCPD) as described in the PDM.",Affect: Anxiety and tension. The utterance does not explicitly convey anxiety or tension. It focuses more on logical reasoning rather than emotional distress.,"Beliefs about self: Perfectionism and rigid standards. The utterance does not directly address beliefs about self, perfectionism, or rigid standards. It primarily focuses on logical decision-making.",Beliefs about others: Expectations of others to adhere to rules and logic. The utterance does not touch upon beliefs about others or expectations of others adhering to rules and logic.,"Major defense mechanism: Reaction formation. The utterance does not exhibit a clear example of reaction formation, which is a defense mechanism commonly associated with OCPD."
3914,"Husband dear, I've scheduled our kids' extracurriculars and tutors for the next six months- it's the most efficient way of ensuring they don't miss out on any opportunities.",obsessional,94,1,2,2,1,1,,5,1,2,1,YES,4,"The major theme or preoccupation of the utterance is ""Control and Perfectionism""",The affect displayed in the utterance is a sense of determination and a desire to ensure that no opportunities are missed,The beliefs about self are that being organized and proactive is necessary for success,The beliefs about others are that they may not be as capable or responsible in managing the children's activities,"The major defense mechanism displayed in the utterance is ""Reaction Formation,"" where the individual expresses an exaggerated opposite behavior to hide their underlying anxiety or insecurity"
3915,"Jerome, the report you've sent me is in disarray. The data isn't properly organized and your analysis lacks a clear and comprehensive outlook, it's all in the details.",obsessional,94,1,2,1,3,2,1,4,1,2,1,YES,4,"The major theme or preoccupation of the utterance is ""perfectionism and attention to detail""",The affect expressed is a critical and demanding tone,The beliefs about self are that the speaker values organization and comprehensive analysis,The beliefs about others are that the speaker expects others to meet their high standards,The major defense mechanism used in the utterance is intellectualization
3916,"It's exasperating when people go on about how 'companies should do more for the environment' with no framework or plan in place. That's just emotions talking, it's not practical.",obsessional,94,1,1,1,1,1,1,5,1,1,1,NO,2,"Major theme or preoccupation: Perfectionism and control The utterance does not authentically express the major theme or preoccupation of perfectionism and control. It focuses more on practicality and lack of a framework or plan, rather than the need for perfection or control.","Affect: Anxiety and frustration The utterance does not authentically express anxiety and frustration. It mentions exasperation, but it does not convey a strong sense of anxiety or frustration.",Beliefs about self: High standards and self-criticism The utterance does not authentically express beliefs about high standards and self-criticism. It does not mention personal standards or self-criticism.,Beliefs about others: Inadequacy and judgment The utterance does not authentically express beliefs about others' inadequacy and judgment. It focuses more on criticizing others' lack of practicality rather than feeling inadequate or judging others.,Major defense mechanism: Reaction formation The utterance does not authentically express the major defense mechanism of reaction formation. It does not involve expressing the opposite of one's true feelings or desires.
3917,"I've just spent three hours cleaning the house to perfection. A clean environment is key to sound thinking and productivity, the kids must understand.",obsessional,94,1,1,1,1,1,1,5,1,1,1,YES,4,The major theme or preoccupation of the utterance is cleanliness and perfectionism,The affect expressed is a sense of satisfaction and importance placed on a clean environment,The belief about self is that a clean environment is necessary for sound thinking and productivity,The belief about others is that the kids must understand the importance of cleanliness,"The major defense mechanism displayed in this utterance is likely repression, as the individual may be repressing any underlying anxieties or fears by focusing on cleaning and perfectionism"
3918,"Acting on impulse is alien to me, daughter dear. Every decision has to be scrutinized and analyzed for maximum benefit.",obsessional,94,1,1,1,1,2,2,5,1,1,1,YES,4,The major theme or preoccupation of the utterance is the need for careful analysis and scrutiny in decision-making,The affect expressed is a sense of detachment and alienation from impulsive behavior,The belief about self is that every decision must be thoroughly examined for maximum benefit,The belief about others is not explicitly stated in the utterance,"The major defense mechanism exhibited in the utterance is intellectualization, as the speaker relies on rational analysis to cope with their obsessive-compulsive tendencies"
3919,The thought of dirt and germ-infested public restrooms gives me no small amount of anxiety. It's simply not sanitary!,obsessional,94,1,4,1,1,2,,5,1,1,1,YES,4,The major theme or preoccupation of the utterance is cleanliness and hygiene,The affect expressed is anxiety,The belief about self is that the person is concerned about their own health and well-being,The belief about others is that public restrooms are not sanitary,"The major defense mechanism used in this utterance is likely repression, as the person may be repressing their fears and anxieties about germs and dirt"
3920,I believe I've toiled the hardest among my peers at the university during my Ph.D. That's why I am where I am today.,obsessional,94,2,1,2,1,1,3,2,1,1,1,NO,4,"The major theme or preoccupation of the utterance is ""achievement and perfectionism""",The affect expressed is a sense of pride and superiority,The belief about self is that the speaker is the hardest working and most successful among their peers,The belief about others is that they are not as dedicated or accomplished,The major defense mechanism at play is likely denial or rationalization
3921,"Even though I am angry and upset about the way our government handles environmental protection, it's not productive to let emotions take over. Instead, I choose to channel that into contributing to more actionable solutions.",obsessional,94,1,1,1,1,2,2,3,1,1,1,NO,3,The major theme or preoccupation of the utterance is environmental protection and the government's handling of it,The affect expressed is anger and upset,The belief about self is that emotions should not take over and that channeling them into actionable solutions is more productive,The belief about others is not explicitly mentioned in the utterance,The major defense mechanism is not evident in the provided utterance
3922,An orderly classroom environment is crucial for our students' academic development; there's no room for chaos or disorganization.,obsessional,95,1,1,1,1,1,,5,1,1,1,NO,4,"Major theme or preoccupation: Order and control. The utterance does reflect a preoccupation with order and control, as it emphasizes the importance of an orderly classroom environment and the avoidance of chaos or disorganization.","Affect: Anxiety. The utterance does not explicitly mention anxiety, but the emphasis on order and control suggests a underlying anxiety about potential chaos or disorganization.","Beliefs about self: Perfectionism. The utterance does not directly mention beliefs about self, but the emphasis on an orderly environment suggests a belief in the importance of perfectionism and the need to avoid any imperfections or disruptions.","Beliefs about others: Incompetence. The utterance does not explicitly mention beliefs about others, but the emphasis on the need for order and control implies a belief that others (such as students) are incompetent or unable to function effectively without strict structure.","Major defense mechanism: Reaction formation. The utterance does not explicitly display a defense mechanism, but the emphasis on order and control could be seen as a reaction formation against underlying feelings of chaos or lack of control."
3923,"I strive to prepare every lesson perfectly. After all, if it’s not perfect, it’s not worth teaching.",obsessional,95,1,1,1,1,1,1,5,1,1,1,YES,4,The major theme or preoccupation of the utterance is perfectionism,The affect expressed is a sense of striving and determination,The belief about self is that one must be perfect in order to be worth teaching,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism exhibited in the utterance is likely repression, as the individual may be repressing any feelings of inadequacy or imperfection"
3924,"My wife's passing changed a few things, but it didn't change my belief in discipline, in balance, in early mornings, and timely bedtimes.",obsessional,95,4,2,1,1,1,1,5,1,3,1,NO,3,"Major theme or preoccupation: Discipline and balance. The major theme or preoccupation of the utterance is discipline and balance, which aligns with the concept of obsessiveness in the PDM. However, it is important to note that this is just one aspect of the personality and does not fully capture the complexity of obsessive-compulsive personality according to the PDM.","Affect: Not mentioned in the provided utterance. The affect is not mentioned in the utterance, so it is difficult to assess this dimension.","Beliefs about self: Belief in discipline, balance, early mornings, and timely bedtimes. The utterance expresses a belief in discipline, balance, early mornings, and timely bedtimes, which can be seen as a reflection of the individual's beliefs about themselves. This aligns with the PDM dimension of obsessive-compulsive personality.","Beliefs about others: Not mentioned in the provided utterance. The beliefs about others are not mentioned in the utterance, so it is difficult to assess this dimension.","Major defense mechanism: Not mentioned in the provided utterance. The major defense mechanism is not mentioned in the utterance, so it is difficult to assess this dimension."
3925,I dissect each problem logically and analytically. It's purely a matter of reason and not allowing emotions to cloud one's judgment.,obsessional,95,1,1,1,1,2,1,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""logical and analytical problem-solving""",The affect expressed is a lack of emotional involvement and a focus on reason,The belief about self is that one's judgment should not be clouded by emotions,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism exhibited in the utterance is intellectualization, as the individual relies on logical reasoning to cope with their emotions"
3926,I volunteer because the city needs me. My contribution may seem small but imagine the chaos if we all just stopped.,obsessional,95,1,2,2,1,1,3,4,1,1,1,NO,4,"Major theme or preoccupation: Sense of responsibility and duty. The utterance does express a sense of responsibility and duty, as the speaker mentions volunteering because the city needs them and emphasizes the potential chaos if everyone were to stop. This aligns with the major theme of the obsessive-compulsive personality, which is a preoccupation with order, control, and responsibility.","Affect: Anxiety and worry. The utterance does not explicitly mention anxiety or worry. However, the emphasis on the potential chaos if everyone were to stop suggests a underlying concern or worry about the consequences of not fulfilling their duty. This aligns with the affective component of the obsessive-compulsive personality, which often involves anxiety and worry.","Beliefs about self: Perfectionism and high standards. The utterance does not directly mention beliefs about self. However, the emphasis on the speaker's contribution being small but still important suggests a belief in the need for perfectionism and high standards in fulfilling their duty. This aligns with the beliefs about self component of the obsessive-compulsive personality, which often involves a strong desire for perfection and high standards.","Beliefs about others: Dependence and expectations. The utterance does not explicitly mention beliefs about others. However, the mention of the city needing the speaker suggests a belief in the dependence of others on their contribution. Additionally, the emphasis on the potential chaos if everyone were to stop suggests an expectation for others to fulfill their duties as well. This aligns with the beliefs about others component of the obsessive-compulsive personality, which often involves a sense of dependence on others and high expectations.","Major defense mechanism: Reaction formation. The utterance does not exhibit clear signs of reaction formation, which is a defense mechanism commonly associated with the obsessive-compulsive personality. Reaction formation involves expressing the opposite of one's true feelings or desires. In this utterance, the speaker's expression of responsibility and duty aligns with their true feelings and desires, rather than being a reaction formation."
3927,"Weekends are for cleaning, for sorting. They are not for lounging around aimlessly or persuing meaningless leisure activities.",obsessional,95,1,1,0,1,0,0,5,0,1,0,YES,4,"The major theme or preoccupation of the utterance is ""cleanliness and organization""",The affect expressed is a sense of purpose and determination,The beliefs about self are that one should be productive and avoid wasting time,The beliefs about others are that they should also prioritize cleanliness and organization,"The major defense mechanism at play here could be repression, as the individual may be repressing any desires for leisure or relaxation in order to focus on their cleaning and sorting tasks"
3928,I teach my students that work is redemption. Our actions speak volumes about who we truly are.,obsessional,95,2,1,1,1,1,4,3,1,1,1,NO,3,The major theme or preoccupation of the utterance is work as redemption,The affect expressed is a sense of importance and significance placed on work,The belief about self is that one's actions define who they truly are,The belief about others is not explicitly mentioned in the utterance,The major defense mechanism is not evident in the provided utterance
3929,My class schedule is non-negotiable; there is a proper time and place for everything. I run a tight ship.,obsessional,95,1,2,1,1,1,,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""rigidity and control""",The affect expressed is a sense of order and structure,The beliefs about self are that the speaker is organized and disciplined,The beliefs about others are that they should adhere to the same strict schedule,"The major defense mechanism at play here is probably isolation, as the speaker seems to prioritize their own schedule and rules above all else"
3930,I value rationality over emotion. One cannot trust feelings; they are fleeting and often misleading. Logic never lies.,obsessional,95,1,2,1,3,3,2,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""Rationality and logic over emotions""",The affect expressed is a lack of trust in feelings and a belief that they are fleeting and often misleading,The belief about self is valuing rationality and logic,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism displayed in the utterance is intellectualization, as the individual relies on rationality and logic to cope with emotions"
3931,"I follow the school guidelines to the tee, even when I disagree with them. The problem isn't the rules, it's lacking the discipline to follow them.",obsessional,95,2,2,1,1,1,,5,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""adherence to rules and guidelines""",The affect expressed is a sense of frustration or dissatisfaction with the rules,The belief about self is that the individual lacks discipline,The belief about others is not explicitly mentioned in the utterance,"The major defense mechanism exhibited in the utterance is ""reaction formation,"" as the individual outwardly follows the rules despite disagreeing with them"
3932,"I pulled a double shift yesterday, and, honestly, I feel better when I'm there. The structure, rules and order just make sense.",obsessional,96,1,1,1,1,1,1,4,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""need for structure and order""",The affect expressed is a sense of relief and comfort when in a structured environment,The belief about self is that the individual feels better when following rules and order,The belief about others is not explicitly mentioned in the utterance,The major defense mechanism is not evident in the given utterance
3933,"I don't feel hurt just because I don't have a lot of friends, I rather choose to focus on my work — it won't disappoint me.",obsessional,96,1,2,1,4,2,,4,1,1,1,YES,4,"The major theme or preoccupation of the utterance is ""work-focused and avoiding social connections""",The affect expressed is a lack of hurt or disappointment,The belief about self is that the individual is not affected by a lack of friends,The belief about others is that they may disappoint the individual,The major defense mechanism used in the utterance is intellectualization
3934,That pile of unfolded clothes on my roommate's bed just really bothers me. Can't understand how they just leave it like that!,obsessional,96,2,2,1,1,1,,3,1,2,1,YES,4,The major theme or preoccupation of the utterance is cleanliness and orderliness,The affect expressed is annoyance or frustration,The belief about self is that the speaker is bothered by the unfolded clothes,The belief about others is that the roommate is careless or inconsiderate,"The major defense mechanism at play here could be reaction formation, where the speaker expresses the opposite of their true feelings by appearing overly concerned about the unfolded clothes"
3935,I keep my space at the store all neat and tidy. Trust me; there's a certain satisfaction when everything's just so.,obsessional,96,1,2,1,1,1,2,5,1,2,1,YES,4,"The major theme or preoccupation of the utterance is ""neatness and tidiness""",The affect expressed is a sense of satisfaction,The belief about self is that the speaker is capable of maintaining a well-organized space,The belief about others is not explicitly mentioned in the utterance,The major defense mechanism exhibited in the utterance is not clear
3936,"Sure, I like parties. As long as it doesn't mess with my schedule and as long as it's not in my place.",obsessional,96,2,1,1,1,2,,4,1,1,2,YES,4,"The major theme or preoccupation of the utterance is ""Control and Order""","The affect displayed in the utterance is a cautious and reserved tone, indicating a desire for predictability and avoiding potential disruptions","The beliefs about self are that the individual values their schedule and personal space, suggesting a strong sense of self-identity tied to these aspects",The beliefs about others are not explicitly mentioned in the utterance,"The major defense mechanism displayed in the utterance is ""Reaction Formation,"" as the individual may be expressing a positive attitude towards parties but simultaneously setting strict boundaries to maintain control and order"
